Wall time,Step,Value
1667390643.198519,2400,600.0
1667390643.241534,37440,600.0
1667390643.248797,44040,600.0
1667390643.255496,50640,600.0
1667390643.263497,57840,600.0
1667390643.298305,89416,600.0
1667390643.332212,121734,600.0
1667390643.358978,146994,600.0
1667390643.370312,158032,600.0
1667390643.423337,207124,600.0
1667390643.429915,212716,600.0
1667390643.43833,220516,600.0
1667390643.449452,231316,600.0
1667390643.484715,264230,600.0
1667390643.490089,269630,600.0
1667390643.499239,278611,600.0
1667390643.502514,281042,307.0
1667390643.526357,304524,600.0
1667390643.548091,326124,600.0
1667390643.571556,349285,600.0
1667390643.635203,411808,600.0
1667390643.676431,455608,600.0
1667390643.685108,465208,600.0
1667390643.688288,468808,600.0
1667390643.6921,473008,600.0
1667390643.756727,539338,600.0
1667390643.779508,560854,600.0
1667390643.792074,573454,600.0
1667390643.830444,614254,600.0
1667390643.836994,621199,600.0
1667390643.871906,659599,600.0
1667390643.881987,670284,600.0
1667390643.883551,672084,600.0
1667390643.975609,771077,600.0
1667390644.009373,805597,600.0
1667390644.022959,820597,600.0
1667390644.030273,827197,600.0
1667390644.039664,837329,600.0
1667390644.066828,865522,600.0
1667390644.074411,872186,600.0
1667390644.08298,880586,600.0
1667390644.101631,898469,600.0
1667390644.117041,914362,600.0
1667390644.14147,939562,600.0
1667390644.182845,983118,600.0
1667390644.210344,1012069,526.0
1667390644.23345,1035902,600.0
1667390644.255667,1059302,600.0
1667390644.258551,1062302,600.0
1667390644.265245,1068902,600.0
1667390644.288642,1093474,600.0
1667390644.291058,1095874,600.0
1667390644.319657,1125933,600.0
1667390644.322809,1127961,600.0
1667390644.336517,1142054,600.0
1667390644.337045,1142654,600.0
1667390644.340589,1146254,600.0
1667390644.357057,1163525,600.0
1667390644.412561,1220896,600.0
1667390644.421642,1231096,600.0
1667390644.422176,1231342,246.0
1667390644.438645,1249942,600.0
1667390644.460563,1273445,600.0
1667390644.465224,1278389,144.0
1667390644.476853,1289700,600.0
1667390644.486042,1299900,600.0
1667390644.491686,1305350,356.0
1667390644.507179,1319316,600.0
1667390644.513888,1324599,182.0
1667390644.518449,1328843,600.0
1667390644.571828,1383027,600.0
1667390644.57805,1389627,600.0
1667390644.58016,1392027,600.0
1667390644.592383,1403833,600.0
1667390644.64704,1460531,600.0
1667390644.652083,1465921,600.0
1667390644.655889,1470121,600.0
1667390644.677847,1492702,600.0
1667390644.706557,1523979,600.0
1667390644.72723,1545848,600.0
1667390644.729204,1547648,600.0
1667390644.734908,1554248,600.0
1667390644.780412,1600192,600.0
1667390644.809782,1630704,600.0
1667390644.839358,1660447,600.0
1667390644.840926,1662247,600.0
1667390644.851594,1674247,600.0
1667390644.853656,1676647,600.0
1667390644.903531,1731079,600.0
1667390644.906116,1734079,600.0
1667390644.914912,1743919,600.0
1667390644.915945,1745119,600.0
1667390644.917499,1746919,600.0
1667390644.959264,1791207,600.0
1667390644.971102,1803782,600.0
1667390644.993508,1826839,600.0
1667390645.008727,1841718,600.0
1667390645.012273,1845740,600.0
1667390645.034016,1870011,600.0
1667390645.037582,1874211,600.0
1667390645.06206,1901811,600.0
1667390645.072718,1913811,600.0
1667390645.08063,1922451,600.0
1667390645.088969,1931133,600.0
1667390645.089478,1931733,600.0
1667390645.090013,1932333,600.0
1667390645.148413,1997090,600.0
1667390645.153545,2003090,600.0
1667390645.159156,2009690,600.0
1667390645.160172,2010890,600.0
1667390645.179031,2031339,600.0
1667390645.188726,2042739,600.0
1667390645.215735,2073157,600.0
1667390645.230479,2090056,600.0
1667390645.244243,2105656,600.0
1667390645.269995,2133177,286.0
1667390645.27569,2139406,600.0
1667390645.281503,2145538,600.0
1667390645.282535,2146738,600.0
1667390645.283033,2147338,600.0
1667390645.288294,2152362,103.0
1667390645.303079,2168912,600.0
1667390645.340577,2210776,325.0
1667390645.366839,2240274,600.0
1667390645.368433,2242074,600.0
1667390645.370987,2245074,600.0
1667390645.373849,2248074,600.0
1667390645.397653,2274089,600.0
1667390645.400903,2277615,600.0
1667390645.447495,2329920,600.0
1667390645.461111,2345681,600.0
1667390645.481063,2368207,600.0
1667390645.494328,2383519,600.0
1667390645.502713,2392671,600.0
1667390645.516898,2409157,600.0
1667390645.523428,2416611,600.0
1667390645.525948,2419611,600.0
1667390645.566605,2464038,600.0
1667390645.592298,2492809,600.0
1667390645.592787,2493409,600.0
1667390645.597815,2499016,600.0
1667390645.598302,2499616,600.0
1667390645.617155,2519821,600.0
1667390645.637152,2542118,600.0
1667390645.649397,2555999,600.0
1667390645.653986,2561149,600.0
1667390645.727932,2644220,600.0
1667390645.741939,2659443,600.0
1667390645.742943,2660643,600.0
1667390645.761085,2679777,600.0
1667390645.797578,2720986,600.0
1667390645.816974,2741525,600.0
1667390645.829546,2755195,600.0
1667390645.843936,2770579,600.0
1667390645.868912,2798125,600.0
1667390645.87522,2805075,600.0
1667390645.905106,2838638,600.0
1667390645.937111,2875776,600.0
1667390645.957821,2899736,600.0
1667390645.970882,2915169,600.0
1667390646.003819,2952544,600.0
1667390646.026595,2977268,600.0
1667390646.051709,3004354,600.0
1667390646.057307,3010872,600.0
1667390646.05962,3013272,600.0
1667390646.078476,3034078,600.0
1667390646.10223,3060243,600.0
1667390646.104271,3062643,600.0
1667390646.117366,3077327,600.0
1667390646.118576,3078527,600.0
1667390646.155376,3118765,600.0
1667390646.162407,3126129,600.0
1667390646.173146,3138129,600.0
1667390646.175685,3141129,600.0
1667390646.205595,3174771,600.0
1667390646.260243,3234443,600.0
1667390646.265265,3240191,600.0
1667390646.27949,3256643,600.0
1667390646.283991,3261261,600.0
1667390646.288127,3266061,600.0
1667390646.298733,3277955,600.0
1667390646.300729,3280355,600.0
1667390646.303767,3283955,600.0
1667390646.360098,3346863,600.0
1667390646.361643,3348663,600.0
1667390646.37236,3361263,600.0
1667390646.380559,3370273,600.0
1667390646.3851,3375073,600.0
1667390646.427769,3423907,600.0
1667390646.438802,3436330,563.0
1667390646.4485,3446149,600.0
1667390646.465784,3466239,600.0
1667390646.468271,3469239,600.0
1667390646.497626,3502844,600.0
1667390646.504704,3510819,600.0
1667390646.517784,3525331,600.0
1667390646.524483,3533131,600.0
1667390646.550041,3562990,600.0
1667390646.594041,3610413,600.0
1667390646.642078,3661511,600.0
1667390646.65255,3672911,600.0
1667390646.696926,3719974,600.0
1667390646.814031,3848220,600.0
1667390646.817152,3851187,75.0
1667390646.864525,3900700,600.0
1667390646.882925,3920879,379.0
1667390646.947708,3991255,600.0
1667390646.970195,4013939,600.0
1667390647.006398,4051493,600.0
1667390647.013797,4059893,600.0
1667390647.031381,4078522,600.0
1667390647.043147,4091987,600.0
1667390647.047281,4096787,600.0
1667390647.060813,4111524,600.0
1667390647.096642,4147577,600.0
1667390647.098384,4148900,573.0
1667390647.109112,4160911,600.0
1667390647.113699,4165932,600.0
1667390647.127985,4181145,600.0
1667390647.140823,4195791,600.0
1667390647.158518,4213201,600.0
1667390647.193676,4250088,600.0
1667390647.198397,4254868,170.0
1667390647.225292,4280724,454.0
1667390647.244525,4300033,600.0
1667390647.255872,4312500,600.0
1667390647.279189,4338647,600.0
1667390647.280235,4339847,600.0
1667390647.284411,4344647,600.0
1667390647.311777,4375618,600.0
1667390647.3185,4383418,600.0
1667390647.337082,4404418,600.0
1667390647.340744,4408618,600.0
1667390647.361015,4431418,600.0
1667390647.384148,4455529,600.0
1667390647.405094,4477590,600.0
