Wall time,Step,Value
1667390556.707429,10800,0.0
1667390556.717358,14400,0.0
1667390556.738909,22200,0.0
1667390556.748828,25800,0.0
1667390556.80055,44400,0.0
1667390556.848772,61800,0.0
1667390556.862013,66600,0.0
1667390556.888539,76200,0.0
1667390556.916765,86400,0.0
1667390556.994185,113400,0.0
1667390557.018948,122400,0.0
1667390557.025551,124800,0.0
1667390557.094011,149400,0.0
1667390557.175146,178800,0.0
1667390557.294161,222000,0.0
1667390557.380274,253200,0.0
1667390557.507474,299400,0.0
1667390557.540517,311400,0.0
1667390557.547116,313800,0.0
1667390557.649445,351000,0.0
1667390557.695732,367800,0.0
1667390557.702356,370200,0.0
1667390557.732103,381000,0.0
1667390557.735418,382200,0.0
1667390557.76851,394200,0.0
1667390557.773457,396000,0.0
1667390557.890807,438600,0.0
1667390557.904016,443400,0.0
1667390557.920554,449400,0.0
1667390557.935473,454800,0.0
1667390557.966908,466200,0.0
1667390557.973489,468600,0.0
1667390557.998315,477600,0.0
1667390558.06281,500495,0.0
1667390558.080982,507095,0.0
1667390558.223217,558695,0.0
1667390558.244715,566495,0.0
1667390558.517712,665495,0.0
1667390558.557415,679895,0.0
1667390558.68474,726095,0.0
1667390558.711116,735695,0.0
1667390558.843317,783138,0.0
1667390558.848268,784938,0.0
1667390558.866459,791538,0.0
1667390558.992388,836585,0.0
1667390559.01237,843785,0.0
1667390559.141751,890031,0.0
1667390559.18144,904431,0.0
1667390559.231061,922431,0.0
1667390559.239287,925431,0.0
1667390559.429493,994431,0.0
1667390559.472517,1010031,0.0
1667390559.505553,1022031,0.0
1667390559.510505,1023831,0.0
1667390559.542011,1035231,0.0
1667390559.599859,1056231,0.0
1667390559.621277,1064031,0.0
1667390559.700713,1092831,0.0
1667390559.722219,1100631,0.0
1667390559.937089,1178631,0.0
1667390559.953619,1184631,0.0
1667390560.052781,1220631,0.0
1667390560.151787,1256631,0.0
1667390560.24694,1290231,0.0
1667390560.293314,1307031,0.0
1667390560.336193,1322631,0.0
1667390560.412082,1350231,0.0
1667390560.459925,1367631,0.0
1667390560.611777,1417431,0.0
1667390560.686879,1445031,0.0
1667390560.789542,1482831,0.0
1667390560.857938,1508031,0.0
1667390560.937724,1537431,0.0
1667390561.019159,1567431,0.0
1667390561.045213,1577031,0.0
1667390561.08103,1590231,0.0
1667390561.136702,1609431,0.0
1667390561.146166,1612431,0.0
1667390561.231903,1641231,0.0
1667390561.280114,1657431,0.0
1667390561.283564,1658631,0.0
1667390561.314522,1668831,0.0
1667390561.328722,1673631,0.0
1667390561.332228,1674831,0.0
1667390561.360434,1684431,0.0
1667390561.416433,1703631,0.0
1667390561.510385,1734831,0.0
1667390561.615851,1772031,0.0
1667390561.619257,1773231,0.0
1667390561.780321,1821231,0.0
1667390561.905908,1865631,0.0
1667390561.92122,1871031,0.0
1667390562.014586,1904031,0.0
1667390562.074172,1925031,0.0
1667390562.094606,1932231,0.0
1667390562.101455,1934631,0.0
1667390562.149052,1951431,0.0
1667390562.150747,1952031,0.0
1667390562.246496,1984431,0.0
1667390562.258321,1988631,0.0
1667390562.343084,2017431,0.0
1667390562.358525,2022831,0.0
1667390562.39124,2034231,0.0
1667390562.425467,2046231,0.0
1667390562.465404,2059431,0.0
1667390562.498607,2070231,0.0
1667390562.515741,2076231,0.0
1667390562.535263,2082831,0.0
1667390562.826584,2183631,0.0
1667390562.895459,2207631,0.0
1667390562.968202,2232831,0.0
1667390563.022373,2250831,0.0
1667390563.088273,2273631,0.0
1667390563.091689,2274831,0.0
1667390563.137401,2291031,0.0
1667390563.282404,2341431,0.0
1667390563.378594,2373831,0.0
1667390563.383895,2375631,0.0
1667390563.415961,2386431,0.0
1667390563.41953,2387631,0.0
1667390563.462583,2403231,0.0
1667390563.571766,2443431,0.0
1667390563.659687,2475831,0.0
1667390563.801212,2528031,0.0
1667390563.804433,2529231,0.0
1667390563.889082,2560431,0.0
1667390563.903731,2565831,0.0
1667390563.910211,2568231,0.0
1667390563.939475,2579031,0.0
1667390563.998197,2600631,0.0
1667390564.167853,2658831,0.0
1667390564.169539,2659431,0.0
1667390564.32126,2712231,0.0
