Wall time,Step,Value
1667390643.198264,2400,0.0
1667390643.24128,37440,0.0
1667390643.248547,44040,0.0
1667390643.255244,50640,0.0
1667390643.263249,57840,0.0
1667390643.298052,89416,0.0
1667390643.331807,121734,0.0
1667390643.358724,146994,0.0
1667390643.370035,158032,0.0
1667390643.422978,207124,0.0
1667390643.429621,212716,0.0
1667390643.438053,220516,0.0
1667390643.449192,231316,0.0
1667390643.484395,264230,0.0
1667390643.489828,269630,0.0
1667390643.498988,278611,0.0
1667390643.502255,281042,1.0
1667390643.526079,304524,0.0
1667390643.547369,326124,0.0
1667390643.571297,349285,0.0
1667390643.634947,411808,0.0
1667390643.676173,455608,0.0
1667390643.684857,465208,0.0
1667390643.688038,468808,0.0
1667390643.691851,473008,0.0
1667390643.756466,539338,0.0
1667390643.779249,560854,0.0
1667390643.791821,573454,0.0
1667390643.830193,614254,0.0
1667390643.83675,621199,0.0
1667390643.87166,659599,0.0
1667390643.881743,670284,0.0
1667390643.883304,672084,0.0
1667390643.975366,771077,0.0
1667390644.009126,805597,0.0
1667390644.022712,820597,0.0
1667390644.03002,827197,0.0
1667390644.039422,837329,0.0
1667390644.066579,865522,0.0
1667390644.073984,872186,0.0
1667390644.082709,880586,0.0
1667390644.101338,898469,0.0
1667390644.11679,914362,0.0
1667390644.141134,939562,0.0
1667390644.182564,983118,0.0
1667390644.210097,1012069,1.0
1667390644.233198,1035902,0.0
1667390644.255424,1059302,0.0
1667390644.258299,1062302,0.0
1667390644.264986,1068902,0.0
1667390644.28837,1093474,0.0
1667390644.290807,1095874,0.0
1667390644.319418,1125933,0.0
1667390644.322561,1127961,0.0
1667390644.33627,1142054,0.0
1667390644.336791,1142654,0.0
1667390644.340164,1146254,0.0
1667390644.356812,1163525,0.0
1667390644.412322,1220896,0.0
1667390644.421371,1231096,0.0
1667390644.421928,1231342,1.0
1667390644.438407,1249942,0.0
1667390644.460086,1273445,0.0
1667390644.464981,1278389,1.0
1667390644.476596,1289700,0.0
1667390644.485794,1299900,0.0
1667390644.491413,1305350,1.0
1667390644.506936,1319316,0.0
1667390644.513545,1324599,1.0
1667390644.518202,1328843,0.0
1667390644.571577,1383027,0.0
1667390644.577803,1389627,0.0
1667390644.57991,1392027,0.0
